"","State","Year","Month.Code","Deaths","Month","Administered_Dose1_18_to_65","Series_Complete_18_to_65","Population"
"1","Alabama",2022,"2022/01",2007,"01",1980923,1587252,5074296
"2","Alabama",2022,"2022/02",1733,"02",2003407,1609315,5074296
"3","Alabama",2022,"2022/03",1551,"03",2016395,1623155,5074296
"4","Alabama",2022,"2022/04",1406,"04",2029085,1634819,5074296
"5","Alabama",2022,"2022/05",1431,"05",2037717,1642546,5074296
"6","Alabama",2022,"2022/06",1480,"06",2045973,1646155,5074296
"7","Alabama",2022,"2022/07",1553,"07",2053808,1653401,5074296
"8","Alabama",2022,"2022/08",1496,"08",2061266,1661668,5074296
"9","Alabama",2022,"2022/09",1464,"09",2066272,1666036,5074296
"10","Alabama",2022,"2022/10",1563,"10",2072164,1672350,5074296
"11","Alabama",2022,"2022/11",1462,"11",2081997,1681366,5074296
"12","Alabama",2022,"2022/12",1579,"12",2086201,1684790,5074296
"13","Alabama",2023,"2023/01",1537,"01",2089120,1687033,NA
"14","Alabama",2023,"2023/02",1336,"02",2091043,1688525,NA
"15","Alabama",2023,"2023/03",1354,"03",2092119,1689360,NA
"16","Alaska",2022,"2022/01",216,"01",356052,306989,733583
"17","Alaska",2022,"2022/02",177,"02",359187,320161,733583
"18","Alaska",2022,"2022/03",184,"03",362627,323086,733583
"19","Alaska",2022,"2022/04",148,"04",364712,325606,733583
"20","Alaska",2022,"2022/05",158,"05",365590,326939,733583
"21","Alaska",2022,"2022/06",195,"06",368151,325885,733583
"22","Alaska",2022,"2022/07",199,"07",369149,326917,733583
"23","Alaska",2022,"2022/08",184,"08",370274,328256,733583
"24","Alaska",2022,"2022/09",173,"09",371260,329003,733583
"25","Alaska",2022,"2022/10",194,"10",372223,333817,733583
"26","Alaska",2022,"2022/11",178,"11",373819,334825,733583
"27","Alaska",2022,"2022/12",203,"12",374626,335383,733583
"28","Alaska",2023,"2023/01",189,"01",375189,335732,NA
"29","Alaska",2023,"2023/02",152,"02",375638,336036,NA
"30","Alaska",2023,"2023/03",135,"03",375856,336220,NA
"31","Arizona",2022,"2022/01",2255,"01",3276803,2772914,7359197
"32","Arizona",2022,"2022/02",1706,"02",3332341,2818627,7359197
"33","Arizona",2022,"2022/03",1634,"03",3365080,2845697,7359197
"34","Arizona",2022,"2022/04",1516,"04",3393134,2867336,7359197
"35","Arizona",2022,"2022/05",1603,"05",3417591,2882962,7359197
"36","Arizona",2022,"2022/06",1577,"06",3441462,2895421,7359197
"37","Arizona",2022,"2022/07",1822,"07",3460300,2907222,7359197
"38","Arizona",2022,"2022/08",1591,"08",3478285,2919684,7359197
"39","Arizona",2022,"2022/09",1524,"09",3495658,2930295,7359197
"40","Arizona",2022,"2022/10",1505,"10",3519743,2945984,7359197
"41","Arizona",2022,"2022/11",1547,"11",3534678,3025448,7359197
"42","Arizona",2022,"2022/12",1739,"12",3553409,3033235,7359197
"43","Arizona",2023,"2023/01",1602,"01",3567075,3038816,NA
"44","Arizona",2023,"2023/02",1409,"02",3586890,3044519,NA
"45","Arizona",2023,"2023/03",1551,"03",3592787,3046537,NA
"46","Arkansas",2022,"2022/01",1157,"01",1280326,1035931,3045637
"47","Arkansas",2022,"2022/02",983,"02",1294204,1049079,3045637
"48","Arkansas",2022,"2022/03",925,"03",1302878,1057738,3045637
"49","Arkansas",2022,"2022/04",792,"04",1311288,1064776,3045637
"50","Arkansas",2022,"2022/05",890,"05",1317379,1069897,3045637
"51","Arkansas",2022,"2022/06",779,"06",1325311,1075374,3045637
"52","Arkansas",2022,"2022/07",863,"07",1329747,1078997,3045637
"53","Arkansas",2022,"2022/08",876,"08",1336301,1084723,3045637
"54","Arkansas",2022,"2022/09",809,"09",1340733,1087953,3045637
"55","Arkansas",2022,"2022/10",845,"10",1347527,1093475,3045637
"56","Arkansas",2022,"2022/11",853,"11",1354722,1098613,3045637
"57","Arkansas",2022,"2022/12",951,"12",1358706,1101244,3045637
"58","Arkansas",2023,"2023/01",914,"01",1361884,1103281,NA
"59","Arkansas",2023,"2023/02",753,"02",1363483,1104328,NA
"60","Arkansas",2023,"2023/03",813,"03",1364608,1105114,NA
"61","California",2022,"2022/01",8992,"01",22141583,19118252,39029342
"62","California",2022,"2022/02",7275,"02",22500848,19376510,39029342
"63","California",2022,"2022/03",6678,"03",22650802,19509878,39029342
"64","California",2022,"2022/04",6127,"04",22934161,19717424,39029342
"65","California",2022,"2022/05",6361,"05",22622139,19853217,39029342
"66","California",2022,"2022/06",6386,"06",22694825,19881439,39029342
"67","California",2022,"2022/07",6796,"07",22773834,19936304,39029342
"68","California",2022,"2022/08",6705,"08",22848019,19988409,39029342
"69","California",2022,"2022/09",6628,"09",22923806,20040704,39029342
"70","California",2022,"2022/10",6287,"10",23124154,20132848,39029342
"71","California",2022,"2022/11",6509,"11",22775207,20089704,39029342
"72","California",2022,"2022/12",7009,"12",22852115,20133538,39029342
"73","California",2023,"2023/01",6930,"01",22922710,20175690,NA
"74","California",2023,"2023/02",5944,"02",22960584,20194233,NA
"75","California",2023,"2023/03",6243,"03",22990842,20220570,NA
"76","Colorado",2022,"2022/01",1467,"01",3120547,2747950,5839926
"77","Colorado",2022,"2022/02",1032,"02",3154854,2779008,5839926
"78","Colorado",2022,"2022/03",1036,"03",3172275,2795654,5839926
"79","Colorado",2022,"2022/04",1065,"04",3187777,2809519,5839926
"80","Colorado",2022,"2022/05",1091,"05",3199468,2819843,5839926
"81","Colorado",2022,"2022/06",1091,"06",3213816,2827253,5839926
"82","Colorado",2022,"2022/07",1094,"07",3223369,2836132,5839926
"83","Colorado",2022,"2022/08",1031,"08",3234063,2846854,5839926
"84","Colorado",2022,"2022/09",1016,"09",3246160,2856481,5839926
"85","Colorado",2022,"2022/10",1026,"10",3265178,2873450,5839926
"86","Colorado",2022,"2022/11",1092,"11",3287620,2889869,5839926
"87","Colorado",2022,"2022/12",1192,"12",3296216,2895922,5839926
"88","Colorado",2023,"2023/01",1013,"01",3302351,2899948,NA
"89","Colorado",2023,"2023/02",895,"02",3307636,2903979,NA
"90","Colorado",2023,"2023/03",999,"03",3310495,2906289,NA
"91","Connecticut",2022,"2022/01",894,"01",2215092,1840877,3626205
"92","Connecticut",2022,"2022/02",684,"02",2243769,1861225,3626205
"93","Connecticut",2022,"2022/03",586,"03",2259664,1871991,3626205
"94","Connecticut",2022,"2022/04",585,"04",2273666,1882408,3626205
"95","Connecticut",2022,"2022/05",661,"05",2285819,1891583,3626205
"96","Connecticut",2022,"2022/06",607,"06",2294105,1895572,3626205
"97","Connecticut",2022,"2022/07",685,"07",2301844,1900753,3626205
"98","Connecticut",2022,"2022/08",609,"08",2309538,1905849,3626205
"99","Connecticut",2022,"2022/09",591,"09",2321649,1912519,3626205
"100","Connecticut",2022,"2022/10",669,"10",2345046,1924355,3626205
"101","Connecticut",2022,"2022/11",673,"11",2370050,1934908,3626205
"102","Connecticut",2022,"2022/12",710,"12",2382412,1940440,3626205
"103","Connecticut",2023,"2023/01",624,"01",2390771,1943690,NA
"104","Connecticut",2023,"2023/02",606,"02",2395088,1945435,NA
"105","Connecticut",2023,"2023/03",567,"03",2397277,1946361,NA
"106","Delaware",2022,"2022/01",317,"01",503000,411750,1018396
"107","Delaware",2022,"2022/02",271,"02",511426,418844,1018396
"108","Delaware",2022,"2022/03",210,"03",515204,422791,1018396
"109","Delaware",2022,"2022/04",229,"04",518670,426058,1018396
"110","Delaware",2022,"2022/05",246,"05",521452,428583,1018396
"111","Delaware",2022,"2022/06",229,"06",524092,430649,1018396
"112","Delaware",2022,"2022/07",245,"07",526140,432249,1018396
"113","Delaware",2022,"2022/08",218,"08",528330,434426,1018396
"114","Delaware",2022,"2022/09",228,"09",530759,436469,1018396
"115","Delaware",2022,"2022/10",268,"10",533350,438660,1018396
"116","Delaware",2022,"2022/11",249,"11",535048,439756,1018396
"117","Delaware",2022,"2022/12",273,"12",540485,444397,1018396
"118","Delaware",2023,"2023/01",253,"01",542753,446136,NA
"119","Delaware",2023,"2023/02",219,"02",543612,446618,NA
"120","Delaware",2023,"2023/03",213,"03",544107,446964,NA
"121","District of Columbia",2022,"2022/01",221,"01",506404,379819,671803
"122","District of Columbia",2022,"2022/02",145,"02",515882,386235,671803
"123","District of Columbia",2022,"2022/03",150,"03",522953,391222,671803
"124","District of Columbia",2022,"2022/04",138,"04",529176,396515,671803
"125","District of Columbia",2022,"2022/05",162,"05",550794,420036,671803
"126","District of Columbia",2022,"2022/06",144,"06",540644,403536,671803
"127","District of Columbia",2022,"2022/07",152,"07",547177,408746,671803
"128","District of Columbia",2022,"2022/08",151,"08",551804,412465,671803
"129","District of Columbia",2022,"2022/09",137,"09",560860,420171,671803
"130","District of Columbia",2022,"2022/10",155,"10",572868,430167,671803
"131","District of Columbia",2022,"2022/11",141,"11",585058,439419,671803
"132","District of Columbia",2022,"2022/12",157,"12",590098,443082,671803
"133","District of Columbia",2023,"2023/01",151,"01",613566,469012,NA
"134","District of Columbia",2023,"2023/02",129,"02",615572,470392,NA
"135","District of Columbia",2023,"2023/03",142,"03",616505,471124,NA
"136","Florida",2022,"2022/01",5756,"01",10565332,8932763,22244823
"137","Florida",2022,"2022/02",5029,"02",10693125,9037443,22244823
"138","Florida",2022,"2022/03",5006,"03",10782378,9105548,22244823
"139","Florida",2022,"2022/04",4435,"04",10861205,9161134,22244823
"140","Florida",2022,"2022/05",4761,"05",10921670,9205558,22244823
"141","Florida",2022,"2022/06",4754,"06",10973614,9234873,22244823
"142","Florida",2022,"2022/07",4760,"07",11014004,9267262,22244823
"143","Florida",2022,"2022/08",4763,"08",11055541,9299984,22244823
"144","Florida",2022,"2022/09",4536,"09",11091977,9326576,22244823
"145","Florida",2022,"2022/10",4707,"10",11130928,9359207,22244823
"146","Florida",2022,"2022/11",4479,"11",11178623,9393535,22244823
"147","Florida",2022,"2022/12",4855,"12",11204475,9409847,22244823
"148","Florida",2023,"2023/01",4867,"01",11244370,9433090,NA
"149","Florida",2023,"2023/02",4189,"02",11270015,9448962,NA
"150","Florida",2023,"2023/03",4484,"03",11287430,9461122,NA
"151","Georgia",2022,"2022/01",3498,"01",4704393,3910940,10912876
"152","Georgia",2022,"2022/02",2828,"02",4747256,3948029,10912876
"153","Georgia",2022,"2022/03",2615,"03",4785896,3986699,10912876
"154","Georgia",2022,"2022/04",2464,"04",4815143,4014036,10912876
"155","Georgia",2022,"2022/05",2441,"05",4838074,4035393,10912876
"156","Georgia",2022,"2022/06",2414,"06",4869143,4061395,10912876
"157","Georgia",2022,"2022/07",2553,"07",4882637,4071664,10912876
"158","Georgia",2022,"2022/08",2445,"08",4907452,4096207,10912876
"159","Georgia",2022,"2022/09",2485,"09",4922762,4109241,10912876
"160","Georgia",2022,"2022/10",2560,"10",4931047,4120798,10912876
"161","Georgia",2022,"2022/11",2496,"11",4948739,4133878,10912876
"162","Georgia",2022,"2022/12",2683,"12",4980777,4154650,10912876
"163","Georgia",2023,"2023/01",2564,"01",4991698,4162276,NA
"164","Georgia",2023,"2023/02",2090,"02",4999141,4167880,NA
"165","Georgia",2023,"2023/03",2139,"03",5003737,4171332,NA
"166","Hawaii",2022,"2022/01",302,"01",800041,716369,1440196
"167","Hawaii",2022,"2022/02",275,"02",809990,723171,1440196
"168","Hawaii",2022,"2022/03",209,"03",816049,726434,1440196
"169","Hawaii",2022,"2022/04",225,"04",818920,728917,1440196
"170","Hawaii",2022,"2022/05",233,"05",821933,731247,1440196
"171","Hawaii",2022,"2022/06",242,"06",827551,732857,1440196
"172","Hawaii",2022,"2022/07",231,"07",829794,735671,1440196
"173","Hawaii",2022,"2022/08",234,"08",831422,737804,1440196
"174","Hawaii",2022,"2022/09",250,"09",833781,739888,1440196
"175","Hawaii",2022,"2022/10",228,"10",837799,744253,1440196
"176","Hawaii",2022,"2022/11",263,"11",841651,747314,1440196
"177","Hawaii",2022,"2022/12",266,"12",844460,749235,1440196
"178","Hawaii",2023,"2023/01",248,"01",846126,750397,NA
"179","Hawaii",2023,"2023/02",231,"02",847109,751129,NA
"180","Hawaii",2023,"2023/03",247,"03",847608,751591,NA
"181","Idaho",2022,"2022/01",428,"01",693109,602844,1939033
"182","Idaho",2022,"2022/02",348,"02",701556,611880,1939033
"183","Idaho",2022,"2022/03",311,"03",706530,617145,1939033
"184","Idaho",2022,"2022/04",328,"04",710267,621077,1939033
"185","Idaho",2022,"2022/05",308,"05",714174,624889,1939033
"186","Idaho",2022,"2022/06",345,"06",717474,626695,1939033
"187","Idaho",2022,"2022/07",347,"07",720490,628987,1939033
"188","Idaho",2022,"2022/08",313,"08",723288,632072,1939033
"189","Idaho",2022,"2022/09",296,"09",725811,634113,1939033
"190","Idaho",2022,"2022/10",318,"10",729357,638241,1939033
"191","Idaho",2022,"2022/11",331,"11",733606,641318,1939033
"192","Idaho",2022,"2022/12",343,"12",735719,642807,1939033
"193","Idaho",2023,"2023/01",309,"01",737201,643833,NA
"194","Idaho",2023,"2023/02",271,"02",738309,644654,NA
"195","Idaho",2023,"2023/03",321,"03",739034,645172,NA
"196","Illinois",2022,"2022/01",3958,"01",6479335,5691491,12582032
"197","Illinois",2022,"2022/02",2700,"02",6508025,5756467,12582032
"198","Illinois",2022,"2022/03",2613,"03",6546043,5808612,12582032
"199","Illinois",2022,"2022/04",2355,"04",6559454,5842055,12582032
"200","Illinois",2022,"2022/05",2526,"05",6538976,5873358,12582032
"201","Illinois",2022,"2022/06",2409,"06",6508410,5855475,12582032
"202","Illinois",2022,"2022/07",2549,"07",6527831,5872534,12582032
"203","Illinois",2022,"2022/08",2475,"08",6540403,5886643,12582032
"204","Illinois",2022,"2022/09",2489,"09",6581728,5915519,12582032
"205","Illinois",2022,"2022/10",2572,"10",6613974,5941597,12582032
"206","Illinois",2022,"2022/11",2592,"11",6661964,5977183,12582032
"207","Illinois",2022,"2022/12",2806,"12",6664995,5981086,12582032
"208","Illinois",2023,"2023/01",2566,"01",6669156,5986459,NA
"209","Illinois",2023,"2023/02",2253,"02",6688938,6007419,NA
"210","Illinois",2023,"2023/03",2427,"03",6680178,6005049,NA
"211","Indiana",2022,"2022/01",2469,"01",2661561,2363570,6833037
"212","Indiana",2022,"2022/02",1827,"02",2691343,2393410,6833037
"213","Indiana",2022,"2022/03",1767,"03",2708580,2411583,6833037
"214","Indiana",2022,"2022/04",1558,"04",2721663,2422943,6833037
"215","Indiana",2022,"2022/05",1570,"05",2734572,2440513,6833037
"216","Indiana",2022,"2022/06",1591,"06",2769571,2488041,6833037
"217","Indiana",2022,"2022/07",1749,"07",2776087,2493431,6833037
"218","Indiana",2022,"2022/08",1691,"08",2782938,2501164,6833037
"219","Indiana",2022,"2022/09",1563,"09",2789469,2505892,6833037
"220","Indiana",2022,"2022/10",1670,"10",2797362,2512465,6833037
"221","Indiana",2022,"2022/11",1683,"11",2809745,2521167,6833037
"222","Indiana",2022,"2022/12",1874,"12",2815977,2524969,6833037
"223","Indiana",2023,"2023/01",1689,"01",2820265,2527691,NA
"224","Indiana",2023,"2023/02",1391,"02",2825225,2530593,NA
"225","Indiana",2023,"2023/03",1391,"03",2827539,2532083,NA
"226","Iowa",2022,"2022/01",856,"01",1355061,1223089,3200517
"227","Iowa",2022,"2022/02",644,"02",1367155,1234559,3200517
"228","Iowa",2022,"2022/03",613,"03",1374526,1242879,3200517
"229","Iowa",2022,"2022/04",580,"04",1379756,1248163,3200517
"230","Iowa",2022,"2022/05",639,"05",1384194,1252038,3200517
"231","Iowa",2022,"2022/06",595,"06",1388177,1255545,3200517
"232","Iowa",2022,"2022/07",589,"07",1391397,1258516,3200517
"233","Iowa",2022,"2022/08",617,"08",1395255,1263284,3200517
"234","Iowa",2022,"2022/09",572,"09",1398805,1266396,3200517
"235","Iowa",2022,"2022/10",617,"10",1404490,1271880,3200517
"236","Iowa",2022,"2022/11",559,"11",1410916,1277341,3200517
"237","Iowa",2022,"2022/12",658,"12",1414133,1279959,3200517
"238","Iowa",2023,"2023/01",627,"01",1416581,1281953,NA
"239","Iowa",2023,"2023/02",548,"02",1418194,1283211,NA
"240","Iowa",2023,"2023/03",496,"03",1418926,1283848,NA
"241","Kansas",2022,"2022/01",997,"01",1372949,1129510,2937150
"242","Kansas",2022,"2022/02",665,"02",1389731,1144775,2937150
"243","Kansas",2022,"2022/03",695,"03",1401339,1157285,2937150
"244","Kansas",2022,"2022/04",557,"04",1408301,1164392,2937150
"245","Kansas",2022,"2022/05",629,"05",1414217,1169964,2937150
"246","Kansas",2022,"2022/06",609,"06",1399142,1180405,2937150
"247","Kansas",2022,"2022/07",610,"07",1404093,1185379,2937150
"248","Kansas",2022,"2022/08",610,"08",1408838,1192079,2937150
"249","Kansas",2022,"2022/09",612,"09",1413633,1196642,2937150
"250","Kansas",2022,"2022/10",582,"10",1421821,1206364,2937150
"251","Kansas",2022,"2022/11",607,"11",1430956,1213945,2937150
"252","Kansas",2022,"2022/12",716,"12",1435771,1217739,2937150
"253","Kansas",2023,"2023/01",662,"01",1439234,1220570,NA
"254","Kansas",2023,"2023/02",532,"02",1441105,1222043,NA
"255","Kansas",2023,"2023/03",606,"03",1442716,1223617,NA
"256","Kentucky",2022,"2022/01",1946,"01",1918350,1647543,4512310
"257","Kentucky",2022,"2022/02",1562,"02",1937759,1666411,4512310
"258","Kentucky",2022,"2022/03",1458,"03",1952173,1682222,4512310
"259","Kentucky",2022,"2022/04",1362,"04",1961656,1690891,4512310
"260","Kentucky",2022,"2022/05",1309,"05",1969793,1697776,4512310
"261","Kentucky",2022,"2022/06",1365,"06",1978391,1704331,4512310
"262","Kentucky",2022,"2022/07",1369,"07",1984566,1709333,4512310
"263","Kentucky",2022,"2022/08",1313,"08",1991896,1716559,4512310
"264","Kentucky",2022,"2022/09",1260,"09",1998008,1721451,4512310
"265","Kentucky",2022,"2022/10",1345,"10",2007221,1729443,4512310
"266","Kentucky",2022,"2022/11",1409,"11",2016998,1736759,4512310
"267","Kentucky",2022,"2022/12",1508,"12",2021718,1740278,4512310
"268","Kentucky",2023,"2023/01",1392,"01",2026533,1743988,NA
"269","Kentucky",2023,"2023/02",1259,"02",2029625,1745750,NA
"270","Kentucky",2023,"2023/03",1212,"03",2030967,1746593,NA
"271","Louisiana",2022,"2022/01",1752,"01",1872205,1611961,4590241
"272","Louisiana",2022,"2022/02",1472,"02",1891953,1632451,4590241
"273","Louisiana",2022,"2022/03",1462,"03",1906261,1648341,4590241
"274","Louisiana",2022,"2022/04",1353,"04",1915378,1657034,4590241
"275","Louisiana",2022,"2022/05",1371,"05",1923438,1663880,4590241
"276","Louisiana",2022,"2022/06",1273,"06",1931745,1669809,4590241
"277","Louisiana",2022,"2022/07",1434,"07",1938074,1675659,4590241
"278","Louisiana",2022,"2022/08",1300,"08",1942648,1681498,4590241
"279","Louisiana",2022,"2022/09",1259,"09",1946235,1684378,4590241
"280","Louisiana",2022,"2022/10",1326,"10",1952365,1690568,4590241
"281","Louisiana",2022,"2022/11",1307,"11",1957702,1694649,4590241
"282","Louisiana",2022,"2022/12",1450,"12",1960732,1696906,4590241
"283","Louisiana",2023,"2023/01",1298,"01",1963310,1698790,NA
"284","Louisiana",2023,"2023/02",1057,"02",1965241,1700271,NA
"285","Louisiana",2023,"2023/03",826,"03",1966355,1701091,NA
"286","Maine",2022,"2022/01",407,"01",758643,666574,1385340
"287","Maine",2022,"2022/02",347,"02",763654,672565,1385340
"288","Maine",2022,"2022/03",347,"03",767289,676072,1385340
"289","Maine",2022,"2022/04",355,"04",771409,679626,1385340
"290","Maine",2022,"2022/05",344,"05",775799,682486,1385340
"291","Maine",2022,"2022/06",356,"06",779677,684419,1385340
"292","Maine",2022,"2022/07",323,"07",782281,686281,1385340
"293","Maine",2022,"2022/08",338,"08",784949,688609,1385340
"294","Maine",2022,"2022/09",358,"09",786868,690429,1385340
"295","Maine",2022,"2022/10",349,"10",795047,693872,1385340
"296","Maine",2022,"2022/11",351,"11",803218,696773,1385340
"297","Maine",2022,"2022/12",405,"12",807268,698876,1385340
"298","Maine",2023,"2023/01",328,"01",810035,700091,NA
"299","Maine",2023,"2023/02",308,"02",811434,700971,NA
"300","Maine",2023,"2023/03",286,"03",812090,701413,NA
"301","Maryland",2022,"2022/01",1858,"01",3469790,3001235,6164660
"302","Maryland",2022,"2022/02",1283,"02",3515993,3044251,6164660
"303","Maryland",2022,"2022/03",1331,"03",3547372,3073082,6164660
"304","Maryland",2022,"2022/04",1171,"04",3570479,3093147,6164660
"305","Maryland",2022,"2022/05",1225,"05",3587780,3108193,6164660
"306","Maryland",2022,"2022/06",1209,"06",3604082,3116213,6164660
"307","Maryland",2022,"2022/07",1217,"07",3616407,3126789,6164660
"308","Maryland",2022,"2022/08",1213,"08",3629388,3137835,6164660
"309","Maryland",2022,"2022/09",1167,"09",3645210,3150917,6164660
"310","Maryland",2022,"2022/10",1207,"10",3669934,3171883,6164660
"311","Maryland",2022,"2022/11",1263,"11",3698389,3192730,6164660
"312","Maryland",2022,"2022/12",1309,"12",3712215,3202475,6164660
"313","Maryland",2023,"2023/01",1261,"01",3722249,3209663,NA
"314","Maryland",2023,"2023/02",1153,"02",3727453,3213190,NA
"315","Maryland",2023,"2023/03",1227,"03",3730387,3215410,NA
"316","Massachusetts",2022,"2022/01",1489,"01",4442306,3601444,6981974
"317","Massachusetts",2022,"2022/02",1188,"02",4503286,3642525,6981974
"318","Massachusetts",2022,"2022/03",1130,"03",4550015,3661718,6981974
"319","Massachusetts",2022,"2022/04",1122,"04",4579645,3681261,6981974
"320","Massachusetts",2022,"2022/05",1150,"05",4608791,3699080,6981974
"321","Massachusetts",2022,"2022/06",1133,"06",4630801,3711152,6981974
"322","Massachusetts",2022,"2022/07",1210,"07",4647944,3721131,6981974
"323","Massachusetts",2022,"2022/08",1200,"08",4664669,3731034,6981974
"324","Massachusetts",2022,"2022/09",1089,"09",4698429,3751773,6981974
"325","Massachusetts",2022,"2022/10",1247,"10",4759236,3785510,6981974
"326","Massachusetts",2022,"2022/11",1117,"11",4826221,3817146,6981974
"327","Massachusetts",2022,"2022/12",1218,"12",4863812,3835319,6981974
"328","Massachusetts",2023,"2023/01",1192,"01",4885782,3846300,NA
"329","Massachusetts",2023,"2023/02",1130,"02",4897363,3851097,NA
"330","Massachusetts",2023,"2023/03",1115,"03",4903785,3853599,NA
"331","Michigan",2022,"2022/01",3317,"01",4232214,3773162,10034113
"332","Michigan",2022,"2022/02",2364,"02",4297530,3834455,10034113
"333","Michigan",2022,"2022/03",2261,"03",4331833,3864617,10034113
"334","Michigan",2022,"2022/04",2178,"04",4349439,3882175,10034113
"335","Michigan",2022,"2022/05",2208,"05",4365646,3897442,10034113
"336","Michigan",2022,"2022/06",2184,"06",4379526,3909723,10034113
"337","Michigan",2022,"2022/07",2271,"07",4384521,3914349,10034113
"338","Michigan",2022,"2022/08",2179,"08",4403482,3931341,10034113
"339","Michigan",2022,"2022/09",2131,"09",4418124,3942995,10034113
"340","Michigan",2022,"2022/10",2280,"10",4438369,3959897,10034113
"341","Michigan",2022,"2022/11",2217,"11",4458368,3975849,10034113
"342","Michigan",2022,"2022/12",2454,"12",4469298,3984332,10034113
"343","Michigan",2023,"2023/01",2278,"01",4476401,3989792,NA
"344","Michigan",2023,"2023/02",2056,"02",4480945,3993181,NA
"345","Michigan",2023,"2023/03",2113,"03",4483890,3995319,NA
"346","Minnesota",2022,"2022/01",1286,"01",2723758,2483260,5717184
"347","Minnesota",2022,"2022/02",1016,"02",2747990,2512658,5717184
"348","Minnesota",2022,"2022/03",953,"03",2760196,2527334,5717184
"349","Minnesota",2022,"2022/04",912,"04",2770136,2537475,5717184
"350","Minnesota",2022,"2022/05",988,"05",2779804,2546106,5717184
"351","Minnesota",2022,"2022/06",951,"06",2787821,2553630,5717184
"352","Minnesota",2022,"2022/07",916,"07",2793836,2559363,5717184
"353","Minnesota",2022,"2022/08",929,"08",2800967,2567793,5717184
"354","Minnesota",2022,"2022/09",934,"09",2809319,2574495,5717184
"355","Minnesota",2022,"2022/10",980,"10",2823960,2585497,5717184
"356","Minnesota",2022,"2022/11",962,"11",2839653,2596389,5717184
"357","Minnesota",2022,"2022/12",1031,"12",2847551,2602227,5717184
"358","Minnesota",2023,"2023/01",947,"01",2852864,2605899,NA
"359","Minnesota",2023,"2023/02",795,"02",2856917,2608624,NA
"360","Minnesota",2023,"2023/03",801,"03",2859335,2610248,NA
"361","Mississippi",2022,"2022/01",1407,"01",1142909,975741,2940057
"362","Mississippi",2022,"2022/02",1049,"02",1157020,990300,2940057
"363","Mississippi",2022,"2022/03",989,"03",1166579,1001123,2940057
"364","Mississippi",2022,"2022/04",895,"04",1173051,1007166,2940057
"365","Mississippi",2022,"2022/05",922,"05",1178485,1011717,2940057
"366","Mississippi",2022,"2022/06",899,"06",1184387,1015434,2940057
"367","Mississippi",2022,"2022/07",967,"07",1190020,1020747,2940057
"368","Mississippi",2022,"2022/08",890,"08",1195773,1028080,2940057
"369","Mississippi",2022,"2022/09",900,"09",1198187,1030240,2940057
"370","Mississippi",2022,"2022/10",983,"10",1201417,1034315,2940057
"371","Mississippi",2022,"2022/11",927,"11",1205060,1037146,2940057
"372","Mississippi",2022,"2022/12",1033,"12",1207042,1038624,2940057
"373","Mississippi",2023,"2023/01",911,"01",1209093,1040160,NA
"374","Mississippi",2023,"2023/02",832,"02",1210446,1041172,NA
"375","Mississippi",2023,"2023/03",911,"03",1211360,1041754,NA
"376","Missouri",2022,"2022/01",2328,"01",2602998,2175995,6177957
"377","Missouri",2022,"2022/02",1729,"02",2629667,2200243,6177957
"378","Missouri",2022,"2022/03",1675,"03",2647987,2217824,6177957
"379","Missouri",2022,"2022/04",1558,"04",2661248,2231048,6177957
"380","Missouri",2022,"2022/05",1611,"05",2671720,2240800,6177957
"381","Missouri",2022,"2022/06",1549,"06",2682146,2249791,6177957
"382","Missouri",2022,"2022/07",1614,"07",2691991,2259123,6177957
"383","Missouri",2022,"2022/08",1561,"08",2701626,2269273,6177957
